ID,LENGTHPLANTRANS,TIMELINETRANCONSCIENT ,TIMEMAJORCONSCIENT ,TIMEONLINECONSCIENT,FREQADVISTRANS ,HOMEWORKHOURS,FREQAPPOINTUTOR ,ASKHELP,CLASSATTENDANCE,EARLYREADINGMAG ,EARLYREADINGBOOKS ,EARLYREADINGBOOKMAG,EARLYREADINGINTERNET ,HS,GED ,CCDIRECT ,SELFASSESSCOMPUT ,CLASSDISCUSS_UNCOMFORT,FREQCLASSDISUSS ,CONFIDTHIRDFOURTH ,CONFIDTERMPAPER ,CONFIDRESEARCH ,CONFIDTESTPERFORM ,CONFIDORGAN ,CONFIDCLASSDISCUSS ,CAMPUSTIME ,CTIMESOCIALIZING ,CTIMEHW ,CTIMEXTRAC ,CTIMECOMPUTER,TRANSFERDESIRE,ACAD_ACTIVITIES_CLUBS,SOCCULTATTEND,CLOSESTFRBA1,CLOSESTFRBA2,CLOSESTFR3COLL1,CLOSESTFR3COLL2,CLOSESTFR3COLL3,CLOSESTFRBA4,CLOSESTFRBA5,COLLEGEFRIENDSPROP,FREQADVGOALADVISORS ,FREQADVGOALFAC ,FREQADVGOALMENT ,FREQADVGOALPAR ,FREQADVGOALSIB,FREQADVGOALCOLLFR,FREQADVGOALNCOLLFR,PRIADVGOALADVISORS ,PRIADVGOALFAC ,PRIADVGOALMENT ,PRIADVGOALPAR,PRIADVGOALSIB,PRIADVGOALCOLLFR ,PRIADVGOALNCOLLFR ,FREQADVCRSSELADVISORS  ,FREQADVCRSSELFAC ,FREQADVCRSSELMENT ,FREQADVCRSSELPAR ,FREQADVCRSSELSIB ,FREQADVCRSSELCOLLFR ,FREQADVCRSSELNCOLLFR ,PRIADVCRSSELADVISORS ,PRIADVCRSSELFAC ,PRIADVCRSSELMENT ,PRICRSSELPAR,PRICRSSELSIB,PRICRSSELCOLLFR ,PRICRSSELNCOLLFR ,PARTTIMERECENT,CHILDREN ,CHILDRENINTERF ,WORKHRS ,WORKINTERF ,FINANCECHALL ,INDEP ,MARITAL ,MOTHOCCUP,MOTHOCCUPCODE,FATHOCCUP,FATHOCCUPCODE,MOTHEDUC ,FATHEDUC ,MAXPAREDUC,SIB1EDUC ,SIB2EDUC ,SIB3EDUC ,NONNUCEDUC ,PARHOUSEOWNRENT,PARHOUSEOWN ,HSTRAVEL ,AGE ,GENDMALE ,RACE ,DISABILITY ,ENGHOME ,HOMELANG
104,1,2,5,2,1,1,1,4,2,0,2,2,1,Los Puentes GED from CNM,1,1,4,3,2,2,9,10,8,7,10,2,2,1,5,3,2,0,1,1,2,1.5,3,4.5,4,5,3,0,0,0,3,3,3,0,7,6,5,1,2,3,4,0,0,0,0,7,7,0,3,4,5,1,6,2,7,0,1,2,0,0,3,1,1,.,.,.,.,.,.,.,.,.,.,3,0,1,1,18,.,3,0,1,.
105,1,2,3,2,1,1,1,3,2,0,0,0,0,Rio Grande HS,0,1,3,1,1,3,4,4,4,6,1,0,2,4,5,3,2,0,0,5,5,5,5,5,5,5,3,5,1,0,20,0,1,2,1,4,2,1,7,7,7,0,0,0,5,0,0,0,3,3,3,1,3,3,3,0,0,0,0,0,3,1,0,Nurse,.,Nurse,.,.,.,.,.,.,.,3,1,2,2,18,.,4,1,,.
106,2,1,4,1,1,2,3,4,3,0,0,0,4,Atrisco Heritage Academy HS,0,1,4,3,1,1,6,9,6,9,7,3,2,1,3,4,2,0,0,1,4,2.5,4,4.5,4,5,4,4,0,0,8,0,4,4,1,3,4,2,6,5,7,4,4,0,8,0,4,0,1,2,3,5,6,4,7,0,0,0,2,2,4,1,0,.,.,.,.,12,13,13,.,.,.,1,0,0,2,19,.,4,0,1,.
107,1,2,2,1,1,2,1,3,2,0,14,14,14,Los Puentes Charter School,0,1,2,2,1,3,8,7,5,7,4,3,1,2,0,4,3,0,0,1,2,1.5,3,4.5,4,5,3,0,0,0,3,3,0,3,3,7,6,1,2,3,4,1,7,2,3,4,5,6,1,7,4,3,2,5,6,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,.,.,.,1,0,1,1,19,0,4,0,0,Spanish
108,1,4,5,1,1,2,2,4,2,2,4,6,2,Eldorado High School,0,1,3,2,1,3,4,6,4,8,4,2,1,5,1,1,3,0,0,1,5,3,2,5,5,5,3,3,0,0,2,4,2,5,2,5,3,4,1,6,7,3,0,0,0,0,0,0,1,3,2,4,5,6,7,0,0,0,2,1,3,1,0,.,.,.,.,12,14,14,12,12,.,1,0,0,1,23,0,3,0,1,.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.85046729,1.878504673,3.907407407,2.027777778,1.712962963,2,1.842592593,2.953703704,1.75,1.611111111,3.166666667,4.777777778,3.546296296,,0.112149533,1.37037037,3.666666667,2.898148148,1.990740741,2.805555556,6.448598131,6.859813084,6.570093458,7.663551402,7.122641509,2.555555556,3.224299065,2.018691589,3.775700935,3.23364486,2.175925926,0.345794393,0.504672897,2.121495327,3.295238095,2.714953271,3.461538462,4.152380952,4.20952381,4.105769231,3.037037037,1.886792453,1.283018868,0.745283019,4.235849057,2.6,3.29245283,1.566037736,2.733333333,3.895238095,3.580952381,2.638095238,3.596153846,3.676190476,5.380952381,1.819047619,1.095238095,0.761904762,2.914285714,2.095238095,3.104761905,1.152380952,2.221153846,3.461538462,3.586538462,3.346153846,4.317307692,3.971153846,5.653846154,0.311320755,0.169811321,0.60952381,0.952380952,0.865384615,2.605769231,0.462264151,0.245283019,,#DIV/0!,,#DIV/0!,12.28571429,12.27058824,13.17777778,12.80701754,12.10344828,11.73333333,1.885714286,0.570093458,1.280373832,1.317757009,21.28125,0.405797101,3.666666667,0.179245283,0.794392523,
,2,2,4,2,1,2,1,3,2,0,2,3,2,,0,1,4,3,2,3,7,7,7,8,8,2,3,1,4,3,2,0,0,1,3,3,4,4.5,5,5,3,2,0,0,3,2,2,0,2,4,3,2,4,3,7,2,0,0,1,1,1,0,1,3,3,3,5,4,7,0,0,0,1,1,3,0,0,,#NUM!,,#NUM!,12,12,14,12,12,12,1,1,2,1,20,0,4,0,1,
,1,1,5,1,1,2,1,3,1,0,0,0,0,,0,1,4,3,2,3,5,10,8,10,10,2,5,1,5,5,2,0,0,1,5,3,5,5,5,5,4,3,0,0,0,0,0,0,1,2,1,1,2,3,7,1,0,0,0,0,0,0,1,3,2,1,6,2,7,0,0,0,0,0,3,0,0,,#N/A,,#N/A,12,12,12,12,12,12,1,1,2,1,18,0,4,0,1,#N/A
,0.855655308,0.928686233,1.249575906,1.063043887,0.937793452,0.773389191,1.086553645,1.362956238,0.762742224,3.252126072,4.077519862,6.685642775,5.265625185,,0.317035288,0.589512591,1.050144627,0.874774361,0.716890617,0.911590305,2.442677331,2.538193527,2.495702531,2.441558137,2.86091171,1.493495763,1.487738636,1.273691029,1.481383922,1.476734281,0.721223049,0.912210706,1.04947275,1.62358955,1.598820536,1.205553481,1.513198098,1.08336151,1.14937473,1.500280034,1.101620946,1.692114792,2.728176495,2.48830147,5.823682171,3.704467158,4.077737424,2.330006613,2.0060805,2.107330655,2.055859133,1.8403794,1.892854375,1.789366229,2.025704779,1.524044167,2.651283468,1.596413104,4.639119375,3.495942179,5.093215339,2.681062334,1.89509705,1.975200995,2.012632807,2.06105464,2.020595044,1.923067588,2.065759837,0.465233327,0.377250658,0.975618523,1.050466493,0.99569649,0.91819017,0.500942508,0.598590738,,#DIV/0!,,#DIV/0!,2.868908648,2.770543334,2.502034129,2.495986754,2.756094903,3.769552203,1.09469249,0.497392247,0.888016579,0.98668619,4.909074572,0.494643085,0.985881644,0.385379709,0.406046697,
,107,107,108,108,108,107,108,108,108,48,75,80,71,0,12,108,108,108,108,108,104,104,104,104,102,96,107,107,104,106,108,17,30,107,104,107,102,104,104,102,103,79,42,21,77,63,76,48,105,104,103,105,104,104,104,84,37,31,63,59,64,35,104,102,103,104,103,103,103,33,18,36,54,53,104,49,17,0,0,0,0,83,85,90,56,28,14,105,61,76,84,96,28,108,19,85,
,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,3,1,4,3,3,4,0,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,2,3,3,4,4,2,2,32,108,30,107,22,22,18,50,77,89,3,1,1,1,11,36,0,2,0,85
