"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Israel","ISR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.110773866229479","0.214624099839697","0.310579197074096","0.398833332735083","0.576966460362693","0.93042297028229","2.16836760046815","4.39940548194079","10.3070699456663","13.4361219052622","20.8737899981674","17.3786238639049","17.7645990630493","19.5933936579649","22.7704855254035","25.1940424216829","27.8810744577346","48.1280621948445","59.39","63.12","67.5","68.8738779907441","70.8","70.250311945","75.0177531628076","77.3520896572253","79.6531241815281","",
"Italy","ITA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.017544562355015","0.0350632556032967","0.0700534325551471","0.122462052683735","0.192304619468143","0.524412787470198","1.02328990327724","2.27673783398868","4.5585195653676","14.378410192862","23.1108742441037","27.2221169788811","28.04","29.04","33.24","35","37.99","40.79","44.53","48.83","53.68","54.3899983018814","55.829997993283","58.4593","55.6384602242293","58.1417349568747","61.3242527666303","",
"Jamaica","JAM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0368171040811351","0.109487985518389","0.591145841711251","0.797797440825369","1.97872631761407","2.35568855598647","3.11577802729967","3.8630203874764","6.1","7.8","10","12.8","16.4","21.1","23.6","24.3","27.67","37.438613414848","33.79","37.1","40.4027351046672","42.2212211907441","45","",
"Jordan","JOR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0232339200362821","0.0449385487814688","0.59934110602689","1.30588826426973","2.52696535256747","2.62327542156362","4.70571958094159","6.02553241191204","8.46600501623938","11.6587413706379","12.9328520457507","13.8671087882097","20","23","26","27.2","34.9","37","41.4","46.2","60.1143826895006","62.3021925670712","",
"Japan","JPN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0202936828728095","0.0404380410357153","0.0966780254215835","0.40127752639435","0.799684291039372","1.59436314822182","4.37298196820763","9.16307714028121","13.4140408820215","21.391290312434","29.9907403589142","38.5320608612719","46.5942011179917","48.4352658899653","62.3939296327259","66.9210661042901","68.6852703213795","74.3","75.4","78","78.21","79.0541135244739","79.4964","88.219428911","89.1068330166075","91.0580283929962","93.1827212821617","",
"Kazakhstan","KAZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000521078881417335","0.0113023546258183","0.0318245120029329","0.0645967541164605","0.13106960398892","0.464277217538881","0.668594402621264","1.00612421099739","1.67477099516366","2.00041475265872","2.6503946570164","2.96170749150089","3.26836905115978","4.02","11","18.2","31.6","50.6","61.9066274652008","63.30422443","66","70.82993359566","74.5877264735738","",
"Kenya","KEN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000727482162773916","0.00883911485103882","0.0344060509233638","0.0502613876974799","0.114256028237822","0.318059713612037","0.619782266151425","1.20777388492125","2.94190286101524","3.02352804209621","3.10189770248496","3.6","4.4","5.2","6.1","7.2","8.8","10.5","13","16.5","21","26","",
"Kyrgyz Republic","KGZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0.0728083339331353","0.20471134983184","1.04140114469361","3.00294132719239","2.99926518003089","3.90876626828521","5.09038530732863","10.5338013405507","12.3069069959465","14.03","15.7","16","16.3","17.5","19.8","23","28.3","30.247042775311","34.5","",
"Cambodia","KHM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00584491064008368","0.016324986068665","0.0319695777498133","0.047022640068885","0.0769560555527296","0.226983237666204","0.260570197574002","0.300436644360101","0.317321781089656","0.468356720063827","0.49","0.51","0.53","1.26","3.1","4.94","6.8","14","22.32743536","32.3984517141849","",
"Kiribati","KIR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0.616545618210291","1.21157783781819","1.78522547397736","2.33745894837722","2.5","3","3.5","4","4.5","6","7","8.97","9.07","10","10.7467976841839","11.5","12.25","12.99748389414","13.7","",
"St. Kitts and Nevis","KNA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","1.94556982306759","2.25855994218087","3.34381060656724","4.4004400440044","5.86281024037522","7.71472655580319","21.152381758186","22.9697842928439","24.7376775443732","34","38.5","43.5","49.2","55.7","63","63.2","64","64.6","68","75.7","76.8176749076294","",
"Korea, Rep.","KOR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0232650923969655","0.0461244347306385","0.0984043370590207","0.249946522805325","0.311359364299842","0.819686670067246","1.62423719177877","3.60080156399075","6.78181546774092","23.5521944496933","44.7","56.6","59.4","65.5","72.7","73.5","78.1","78.8","81","81.6","83.7","83.7591201534472","84.07","84.77","87.5568264944747","89.6486308572401","92.8430256796075","",
"Kuwait","KWT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.0910822445879734","0.14716270308453","0.202898433102358","0.855662316859742","2.17453585891176","3.05239745470751","4.75622220879911","6.73139576837536","8.55179243431475","10.2489679289296","22.4029383804612","22.9271120360078","25.9261083689107","28.7911979549612","34.8","42","50.8","61.4","65.7690706867398","70.45","75.46","78.7","77.52326901","78.36738376","",
"Latin America & Caribbean (excluding high income)","LAC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0138297984913742","0.027902748346353","0.0473981421642829","0.100298615026629","0.296019804835594","0.589827279552648","1.17452674579776","1.77186900463456","3.07519461300256","4.68255327242512","8.11618789887363","10.5912753838919","13.6916865054612","15.9475828110595","20.166713197671","22.996938225721","25.7576161747478","30.1978534467981","33.3134722572401","37.7778661346663","41.4960604820679","44.5193144740843","46.8168461897833","52.6272372687837","55.1725833836008","",
"Lao PDR","LAO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0.00965781399243407","0.037780708301385","0.111044032290124","0.181664460654566","0.267899241309349","0.333912466428616","0.361434490258043","0.850357490288917","1.16989342772256","1.64","3.55","6","7","9","10.747676189122","12.5","14.26","18.2","21.87","",
"Lebanon","LBN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0716179907830511","0.14016693882414","1.24107973937325","2.72235219941557","5.37680949802644","7.95274373635276","6.78321977527715","7","8","9","10.14","15","18.74","22.53","30.14","43.68","52","61.249785718304","70.5","73","74","76.11","",
"Liberia","LBR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00448944262671901","0.00409938718261007","0.0113287318542038","0.0177027057169472","0.033812227177592","0.0327133071190699","0.0318689345450327","0.0310111848040233","","","0.551376580555429","0.53","2","2.3","2.5","2.6","3.2","5.41","5.903867602799","7.31910641139578","",
"Libya","LBY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0.133617289160985","0.187042622337565","0.366533175284228","2.24441822165946","2.81451798740855","3.53283816154549","3.91778797710285","4.30105178913002","4.72199937850513","9","10.8","14","14","","16.5","17.76","19.016079781565","20.27215956269","",
"St. Lucia","LCA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.305656686409825","0.670465973851827","0.992168483437401","1.30498897284318","1.93210580211372","5.09048334139327","8.18186395448366","14.6418357746777","20.9824734633424","21.395212362765","21.5675829464215","24.5","27.9","30","31","32.5","34","34.82","36","36.6","42.530930474403","46.7290780591803","",
"Latin America & Caribbean","LCN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0136635581815187","0.0299056630701968","0.0501841866647118","0.110104400927065","0.308948960060428","0.609041561561788","1.22909976424785","2.05156611265529","3.88930566616491","5.63360756097867","8.86260145541686","11.2714432914421","14.3986231088485","16.6217218793053","20.7559931657289","23.712567392574","26.5097957343106","31.0394181687784","34.7118892337386","39.3525378219025","43.1824341331528","46.2610778057517","48.7782387862449","54.3040032557511","56.8413099116692","",
"Least developed countries: UN classification","LDC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00860456116971394","0.0212450619157994","0.0580581306179812","0.100264625408131","0.14509866130066","0.234864259977546","0.354935154412109","0.554689552874862","0.782484109828006","1.1204286058804","1.8525117435811","2.1222032832694","2.70276190872886","4.12890881687742","4.76744877528394","6.02685912309372","7.49951541747052","10.4127797279706","13.2183530561091","15.6120419673011","",
"Low income","LIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00295995752221492","0.0124000650292542","0.0290908246490537","0.0727118953829077","0.113438901334468","0.173971725702811","0.329457986108656","0.527621064736051","0.791301772908617","1.07249063725285","1.41287502205083","1.93167221358406","2.57705850135183","3.27663176025211","4.33998208924259","4.89669138257166","5.94474340485291","7.34311515924366","8.9998443696916","11.7475980818623","13.5478616837683","",
"Liechtenstein","LIE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","36.5152298938015","45.1168526483592","59.4707106749926","58.8096918372148","64.0074481394199","63.3713561470216","64.2141613630526","65.080218443168","70","75","80","85","89.4077","93.8","95.21","96.6411950959488","98.0939038921672","",
"Sri Lanka","LKA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00276544818070014","0.00548443582924889","0.054464498514862","0.162464548204775","0.296351104287732","0.348414424914655","0.647410010940963","0.793821864362622","1.05042270585318","1.45858022842408","1.44615998041486","1.79204679392588","2.53756612897332","3.88","5.8","8.78","12","15","18.2854","21.9","25.8","29.988737549341","32.0510027436177","",
"Lower middle income","LMC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00212686917157575","0.0227872358424139","0.0398382475877938","0.074763404875148","0.159025162074701","0.279117004515661","0.564034179894334","0.875030467254286","1.59809184386685","2.09581496192994","2.91489533752249","3.67554909303531","4.56533744815852","5.74687082803635","6.77733881721034","7.83228994717086","10.7891193453984","13.0025590031549","15.5291505288884","18.1593339274585","22.6011122052895","26.7395291095978","29.8757623064416","",
"Low & middle income","LMY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0134554003476055","0.0380270629980338","0.0781980256083167","0.15530203708901","0.354219155290788","0.69951490283629","1.4000211892771","1.99465225077618","3.39366266262423","4.47149346587489","5.73976151370626","6.81425733518688","8.37047654805285","10.9209932319665","13.5276772925499","16.1975960730895","19.8704787136752","22.682022228238","25.868265733862","28.6727620944845","32.0630105272029","35.7449321901467","38.6231604884958","",
"Lesotho","LSO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00284593961257655","0.00558443328054182","0.0109565326956631","0.0538044595288236","0.211806070361977","0.261150063093855","1.08394313737534","1.53249659019509","2.17552433931097","2.58024548419449","2.97970818724486","3.44543125970873","3.58","3.72","3.86","7","10","15","22","25","27.36","",
"Late-demographic dividend","LTE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00996815196748759","0.0277858313823601","0.0594531148088622","0.140596013533941","0.269591932551903","0.629913040569229","1.26717417293396","2.46984216812664","3.55991991770017","5.91392133617906","8.02968153640033","10.3777106548769","12.2838510772194","15.1364087342532","19.9738294449533","25.1977932684412","30.5982464278246","36.0336827218359","40.0493908489","44.710996930263","48.3688675423222","50.9510253175099","53.6203439047965","56.4925298930585","",
"Lithuania","LTU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.277421291418305","0.978422157292264","1.97206374498849","2.92305470000236","6.42706749477765","7.17935699381369","17.69","25.91","31.23","36.22","43.9","49.9","55.22","59.76","62.12","63.6399774002179","67.2299893276414","68.4529","72.13","71.378","74.3766455618662","",
"Luxembourg","LUX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.153198790750878","0.30215512140341","0.496486119489314","1.59094191103942","5.5516533064923","7.14270408491247","11.7455537206391","17.3879577959488","22.8873279731211","36.163422506306","39.84","54.55","65.88","70","72.51","78.92","82.23","87.31","90.62","90.0298585646936","91.9499237417387","93.7765","94.67","97.3341","98.1366986657616","",
"Latvia","LVA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.812717071650356","2.05345471167237","3.31526788607745","4.38740905527801","6.31906208267861","7.21934580836289","21.94","26.98","38.58","46","53.63","59.17","63.41","66.84","68.42","69.7499545592245","73.1199437663748","75.2344","75.83","79.2006","79.8420977843089","",
"Macao SAR, China","MAC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0369933757195212","0.280014085704224","0.727273598076568","2.36412767235082","7.00332424457476","9.21200508502681","13.6085897418451","22.5212167700561","25.1718801643395","25.7421239826498","31.4840973824121","34.8629271733959","46.4","47.327","49.24","54","55.198","60.2036967182195","61.31","65.8","69.78","77.6001318608868","81.6429854646415","",
"St. Martin (French part)","MAF","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00371049184239092","0.00567544423607259","0.0216352030716219","0.142300767186126","0.175595344602176","0.693791244805455","1.37143810096418","2.37325319241544","3.35336668122363","11.6079347729582","15.0844445240204","19.7711915653115","21.5","33.1","41.3","52","46.107482597","55.4160531914894","56","56.8","57.08","58.271236420398","",
"Monaco","MCO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","42.1848634460346","46.6461423640265","48.0471171729696","49.4911689195459","52.4901966838546","55.4648260561427","61.4760397135217","64.3776824034335","67.25","70.1","75","80.3","87","90.7","92.4","93.3633020180933","95.2081779700534","",
"Moldova","MDA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000825390856962057","0.00345721694036301","0.00464390102546622","0.0281288083769467","0.260818205679814","0.600695268731841","1.28284641670022","1.48781295215565","3.78724279887342","7.40754458415897","10.629390841654","14.6302704551796","19.6206477051634","20.45","23.39","27.5","32.3","38","43.37","60","67","69","70.9999991066624","",
"Madagascar","MDG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00369519572084511","0.0143336470251985","0.0625610230645809","0.168608781293706","0.196394691006341","0.222511586178292","0.339720154596142","0.423252419277809","0.525353654946669","0.567721802237403","0.607552238860378","0.65","1.65","1.63","1.7","1.9","2.3","3","3.7","4.173972190007","4.713662899498","",
"Maldives","MDV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.226930089745917","0.309444238148286","0.56962746363878","1.11990861545698","2.2038729393788","3.61729064930367","5.3477651689359","5.97659284988557","6.58825487530861","6.86960506696215","11.0363527828647","16.3","23.2","24.8","26.53","34","38.9301","44.1","49.28","54.461955146942","59.0925899654109","",
"Middle East & North Africa","MEA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00194768770296988","","","","","0.0370977715987955","0.0842000371309337","0.227582409550917","0.485759874708495","0.917880993390595","1.69233668561765","2.08548243989143","3.77217696185062","5.14974822039323","8.43491213227966","9.83757484920484","11.8547442202769","15.0759003361455","18.7529952901362","21.6184156541854","24.8726792271827","27.8359589419533","31.6111871157586","35.3283433995493","40.2402167124595","44.3350668165911","48.1778971058193","",
"Mexico","MEX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00588069493112912","0.0173078098676624","0.0283050415762566","0.0433391667851826","0.102564189852775","0.20040628032987","0.627311539559522","1.26578327821238","1.85743622125093","5.08138415338066","7.0380231165045","11.9","12.9","14.1","17.21","19.52","20.81","21.71","26.34","31.05","37.1762954125184","39.75","43.46","44.39","57.4310429923633","59.5404459967255","",
"Marshall Islands","MHL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.0370594316253487","","","0.966071566581652","1.53427179624871","1.7066140776699","2.33544457522934","2.5697503671072","3.59977681383754","3.8787023977433","3.79559021427832","3.95","4.6","5.6","7","10","12.5","14","16.8","19.282441803511","29.7877793626081","",
"Middle income","MIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00583238321985655","0.0137258768362969","0.0396592248606436","0.0845772951505145","0.168355263921423","0.384861810445493","0.759493044192367","1.53001603766518","2.18089753622361","3.71174624261026","4.88590417961456","6.26657689473147","7.43011611315668","9.11864872507768","11.9268155700697","14.780280996232","17.6982321079007","21.6523756043459","24.7940917762341","28.2700039180814","31.22103523258","34.860458396751","38.6997010357006","41.7584201166858","",
"Macedonia, FYR","MKD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0407438399133786","0.0759957341061255","0.503985009469878","1.00286166576326","1.49733026014616","2.48556631640066","3.46818460849398","17.33","19.07","24.44","26.45","28.62","36.3","46.04","51.77","51.9","56.7","57.449947312961","65.24","68.06","70.3802","72.1568144676058","",
"Mali","MLI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00205522808921334","0.0100859189174824","0.01979388822134","0.0609098733769416","0.142545755049184","0.185897413256084","0.2270455784917","0.310364443230575","0.432819639900985","0.507063135952247","0.729627280833101","0.81","1.57","1.8","2","2.2","2.8","3.5","7","10.33","11.1121864890589","",
"Malta","MLT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.224995698611644","1.05152747509852","3.92060513233349","6.50078399454974","7.75979803832306","13.1137087111024","17.8778483243348","28.92","31.64","34.62","41.24","40.41","46.9","50.08","58.86","63","68.0198237885462","68.1998742928975","68.9138","73.17","76.184","77.2893948185413","",
"Myanmar","MMR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0.000151709352621516","","0.000289277380848561","0.00042649350636189","0.0240641491408465","0.024337392002823","0.0652388555011476","0.18204833106115","0.217128445069958","0.22","0.22","0.25","0.98","4","8","11.52","21.72583401","25.07330424","",
"Middle East & North Africa (excluding high income)","MNA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00287994500999091","0.0133790337012457","0.0263282600400779","0.0752411773509776","0.159506092963405","0.417799313790012","0.841835779120211","1.14349303434931","2.82317480570718","4.06108744486718","7.50021878155386","8.62318445288037","9.99336680746993","11.9482906027904","15.0734935327237","17.7876099355422","20.7333035221605","23.0204479366452","26.2741709603317","29.8061155579171","34.8392581629025","39.1394850554804","43.1049810139874","",
"Montenegro","MNE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3500686036232","27.1","28.9","30.8","32.9","35.1","37.5","35.6115412460109","56.8387825490631","60.31","61","68.1195810359317","69.8816468416779","",
"Mongolia","MNG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00881122479549147","0.0181607493256454","0.112742553679548","0.145810541501754","0.508471559914475","1.25565200358112","1.65323823906982","2.0395726034818","","","","","9","9.8","10","10.2","12.4999911084745","16.4","17.699984237","19.9424474349209","21.4360311065255","22.2657705007562","",
"Northern Mariana Islands","MNP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00304297878897721","0.0118426107556486","0.0201970551654863","0.056250628952345","0.109592530041641","0.160031946644069","0.259612611253739","0.419538843913707","0.679447835392438","0.854357118107528","0.842954488044236","0.91","1.56","2.68","4.17","4.3","6","7.29393733","9.236314896","16.93353299","17.5212390868424","",
"Mauritania","MRT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00417252732901087","0.0405947949353934","0.118464463622525","0.192031462434805","0.261448551967195","0.363229414608579","0.424004895843197","0.481470438230954","0.669966474877597","0.97966125273203","1.43361319586788","1.87","2.28","4","4.5","5","6.2","10.7","15.199126690825","18","",
"Mauritius","MUS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.183769157934715","0.475629192563235","2.56527996182863","4.65221322700348","7.28153511499385","8.78090401892036","10.252624671916","12.1871062041308","13.6890885885342","15.1722287524914","16.7","20.22","21.81","22.51","28.33","34.95","35.42","40.116825135","44.8032753683379","50.1393184766711","52.1913259356523","",
"Malawi","MWI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00466851795189877","0.0180573651794229","0.0872787549022295","0.126780944756387","0.164020725330811","0.21509472652259","0.278815116302304","0.347505334967577","0.384489334082782","0.425137489606563","0.965864736553132","0.7","1.07","2.26","3.33","4.3506","5.05","5.83","9.2981483471244","9.61409729617623","",
"Malaysia","MYS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00104782235010312","0.0255384775216195","0.0996074172862497","0.145673836668164","0.852044466496617","2.30739323403082","6.75177048301491","12.3055021987515","21.3847311644538","26.6959725007084","32.3382043389359","34.9711523397291","42.2522656295248","48.629170245984","51.6379889864403","55.7","55.8","55.9","56.3","61","65.8","57.05751226","63.6654258813225","71.0640678111957","78.7883099275229","",
"North America","NAC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.742692502597348","1.10445195904314","1.64394451915036","2.16357108849675","4.61565404526234","8.73223298259328","15.4607326110904","20.9691886366731","29.5808361748305","35.882812392966","43.8869618214216","50.1723887894704","59.0598206808381","61.9421280390942","64.8754047396485","68.3315571675988","69.2739796236275","74.8217513215343","74.2693498230809","71.9267575100117","72.5503537967145","71.0589108031186","75.5346975521273","72.8512531931216","74.4268352717389","75.9638260207644","77.5634594899712","",
"Namibia","NAM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00617205085523023","0.00903214540549817","0.0587506785703375","0.286745093361335","0.336217707690083","1.64473954726899","2.41697944170998","2.63369976876116","3.35983988553801","3.8047156152631","4.01004664442375","4.39887064732726","4.83561077833704","5.32900377208954","6.5","11.6","12","12.9414","13.9","14.84","25.68785182","31.0333459383454","",
"New Caledonia","NCL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00517901256946351","0.25298394563881","0.989334969033815","1.93604282526729","5.68814732301567","13.9395488232698","18.2371097828416","22.389797417113","26.4083344703588","30.2980462088488","32.3590147531561","33.5157146807209","35.05","34.51","33.99","42","50","58","66","70","74.00175279141","","",
"Niger","NER","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00103930452235695","0.00200876605418385","0.00291150283332898","0.0281360222867308","0.0362612938065891","0.10518543139701","0.127152468779619","0.155698703668983","0.189933733703092","0.221341351487395","0.294033977096223","0.390390619762082","0.7","0.76","0.83","1.3","1.4077","1.7","1.95","2.476219975","4.32275803028068","",
"Nigeria","NGA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00883298044104308","0.0172374007399361","0.02523146101791","0.0410387229077741","0.0640808079494101","0.089901370457273","0.320461975542327","0.558576244860521","1.28613764134527","3.54915571796492","5.54503608300536","6.77","8","9.3","11.5","13.8","16.1","19.1","21","24.5","25.67","",
"Nicaragua","NIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0131662275729771","0.0300464776085064","0.0840932914156307","0.20621681842506","0.303808974638634","0.497901643314416","0.980216486692385","1.44879942820716","1.71472958428668","1.88041253242301","2.32066460863941","2.56635117656203","2.8055730627337","3.9","5.3","7.3","10","10.6","13.5","15.5","17.6","19.704291498993","24.5718339595365","",
"Netherlands","NLD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.334386942002658","0.53149612838289","1.32000802828883","1.96708773709636","3.25730883098769","6.47315766003377","9.64906914465055","14.0655113980191","22.2438276873626","39.1760072483196","43.984351373138","49.3730621073123","61.29","64.35","68.52","81","83.7","85.82","87.42","89.63","90.72","91.4199957622284","92.859992359525","93.9564","91.666666","91.7241379310345","90.4109589041096","",
